Query,Locale,Total Clicks,"Results (Entity, (Clicks;Average Position))"
ef belem,pt,1676,"EF Belém Estádio Restelo-Portugal-Team-Futebol (1551;1.01), EF Belém Algés-Portugal-Team-Futebol (26;4.0), EF Belém Parque das Nações-Portugal-Team-Futebol (23;6.91), EFBO-Portugal-Team-Futebol (20;2.05), EF Belém Odivelas-Portugal-Team-Futebol (17;3.06), EF Belém Queluz-Portugal-Team-Futebol (15;5.13), EF Belém Lisboa Centro-Portugal-Team-Futebol (10;6.7), EF Belém Mem Martins-Portugal-Team-Futebol (8;7.62), EF Belém Lisboa Centro Sub-14-Portugal-Team-Futebol (2;16.0), EF Belém Estádio Restelo Sub-17-Portugal-Team-Futebol (2;19.0), EF Belém Odivelas Sub-16-Portugal-Team-Futebol (2;9.5)"
efbo,pt,2598,"EFBO-Portugal-Team-Futebol (1574;1.0), EFBO Sub-15-Portugal-Team-Futebol (254;2.24), EFBO Sub-17-Portugal-Team-Futebol (191;3.45), EFBO Sub-16-Portugal-Team-Futebol (152;4.34), EFBO Sub-19-Portugal-Team-Futebol (148;3.91), EFBO Sub-14-Portugal-Team-Futebol (94;6.03), EFBO Sub-16-Portugal-Team-Futebol (54;10.0), EFBO Sub-14-Portugal-Team-Futebol (49;7.98), EFBO Sub-11-Portugal-Team-Futebol (45;6.82), EFBO Sub-13-Portugal-Team-Futebol (12;13.0), EFBO Sub-15-Portugal-Team-Futebol (8;9.0), EFBO Sub-17-Portugal-Team-Futebol (6;12.0), EFBO Sub-15-Portugal-Team-Futebol (5;11.0), Doru Pirvu-Portugal-Coach-Futebol (4;16.75), EFBO Sub-10-Portugal-Team-Futebol de 7 (2;382.0)"
eiriz,pt,2064,"Águias de Eiriz-Portugal-Team-Futebol (1712;1.0), Águias de Eiriz Sub-17-Portugal-Team-Futebol (125;3.26), Águias de Eiriz Sub-15-Portugal-Team-Futebol (89;2.16), Águias de Eiriz Sub-19-Portugal-Team-Futebol (85;4.27), Águias de Eiriz Sub-13-Portugal-Team-Futebol (34;4.41), Águias de Eiriz Sub-15-Portugal-Team-Futebol (11;9.55), Águias de Eiriz Sub-17-Portugal-Team-Futebol (5;11.0), Águias de Eiriz Veteranos-Portugal-Team-Futebol (3;6.0)"
elvas,pt,5803,"O Elvas-Portugal-Team-Futebol (5670;1.0), O Elvas Sub-19-Portugal-Team-Futebol (37;6.49), Luís Vidigal-Portugal-Player-Futebol-Q726547 (26;2.85), SL Elvas-Portugal-Team-Futebol (19;3.42), Pedro Hipólito-Portugal-Coach-Futebol (15;3.6), SC Elvas-Portugal-Team-Futebol (8;4.0), O Elvas Veteranos-Portugal-Team-Futebol (6;8.17), O Elvas Sub-18-Portugal-Team-Futebol (6;11.33), ADJ Santa Eulália-Portugal-Team-Futebol (5;3.4), O Elvas Sub-16-Portugal-Team-Futebol (5;10.8), O Elvas-Portugal-Team-Basquetebol (2;2.0), Lito Vidigal-Angola-Coach-Futebol (2;2.0), O Elvas Sub-13-Portugal-Team-Futebol (2;11.0)"
ericeirense,pt,1860,"Ericeirense-Portugal-Team-Futebol (1687;1.0), Ericeirense Sub-14-Portugal-Team-Futebol (34;5.94), Ericeirense Sub-19-Portugal-Team-Futebol (31;5.65), Ericeirense Sub-15-Portugal-Team-Futebol (26;5.15), Matheus Nunes-Portugal-Player-Futebol-Q96211488 (24;2.0), Ericeirense Sub-17-Portugal-Team-Futebol (21;6.1), Ericeirense Sub-11-Portugal-Team-Futebol (13;7.77), Ericeirense Sub-13-Portugal-Team-Futebol (6;6.67), Luís Freire-Portugal-Coach-Futebol (5;7.6), Ericeirense-Portugal-Team-Futebol de Praia (4;1.0), Duarte Algarvio-Portugal-Player-Futebol (3;7.33), José Müller-Portugal-Player-Futebol (2;20.0), Ericeirense-Portugal-Team-Futsal (2;1.0), Filipe Moreira-Portugal-Coach-Futebol (2;9.0)"
ermesinde,pt,4544,"Ermesinde 1936-Portugal-Team-Futebol (4157;1.0), Ermesinde-Portugal-Team-Futebol (161;3.0), ND Col. Ermesinde-Portugal-Team-Futebol (135;2.05), Ermesinde Sub-15-Portugal-Team-Futebol (19;8.37), União da Bela-Portugal-Team-Futebol (13;3.77), Ermesinde Sub-17-Portugal-Team-Futebol (12;10.0), Gonçalo Sousa-Portugal-Player-Futebol (9;7.0), Ermesinde 1936 Sub-17-Portugal-Team-Futebol (8;16.0), Ermesinde Sub-19-Portugal-Team-Futebol (8;9.0), Ermesinde Sub-13-Portugal-Team-Futebol (6;7.83), Fc Ermesinde-Portugal-Team-Futebol (4;6.0), Ermesinde Sub-9-Portugal-Team-Futebol (3;12.0), Ermesinde 1936 Sub-19-Portugal-Team-Futebol (3;15.0), Magriços Ermesinde-Portugal-Team-Futebol (2;5.0), Ermesinde Veteranos-Portugal-Team-Futebol (2;12.0), Pavilhão Municipal de Ermesinde-Portugal-Stadium-Futebol (2;1.0)"
espinho,pt,8234,"SC Espinho-Portugal-Team-Futebol (7745;1.0), Rúben Silvestre-Portugal-Player-Futebol-Q16236539 (212;2.2), SC Espinho-Portugal-Team-Voleibol (58;1.09), Jota Silva-Portugal-Player-Futebol (34;2.32), AA Espinho-Portugal-Team-Hóquei em Patins (31;2.23), AFP Espinho-Portugal-Competition-Futebol (19;9.21), Carlos Carvalhal-Portugal-Coach-Futebol-Q1042799 (18;5.0), Vítor Pereira-Portugal-Coach-Futebol-Q556610 (16;3.38), Rochinha-Portugal-Player-Futebol-Q17523818 (12;7.67), AA Espinho-Portugal-Team-Futebol (10;12.2), AA Espinho-Portugal-Team-Voleibol (7;6.14), AA Espinho-Portugal-Team-Hóquei em Patins (6;12.0), AFP Espinho Taça-Portugal-Competition-Futebol (6;10.67), SC Espinho-Portugal-Team-Voleibol (6;4.83), Fernando Couto-Portugal-Player-Futebol-Q313468 (5;6.0), AA Espinho-Portugal-Team-Voleibol (4;12.0), SC Espinho-Portugal-Team-Voleibol (4;2.0), AA Espinho-Portugal-Team-Voleibol (4;8.25), SC Espinho Juvenis-Portugal-Team-Voleibol (4;4.5), SC Espinho Sub-20-Portugal-Team-Andebol (4;1.0), AFP Espinho 1ª Divisão-Portugal-Competition-Futebol (4;14.75), SC Espinho Sub-17-Portugal-Team-Futebol (3;21.33), SC Espinho Veteranos-Portugal-Team-Futebol (3;20.67), AA Espinho Sub-13-Portugal-Team-Hóquei em Patins (3;4.0), Filipe Relvas-Portugal-Player-Futebol (3;6.0), Nuno Moreira-Portugal-Player-Futebol-Q108532924 (3;7.0), AFP Espinho Taça da Associação-Portugal-Competition-Futebol (2;16.0), SC Espinho Sub-19-Portugal-Team-Futebol (2;21.0), SC Espinho-Portugal-Team-Andebol (2;6.0), SC Espinho-Portugal-Team-Voleibol (2;3.0), Pedro Martins-Portugal-Coach-Futebol-Q7159755 (2;12.5)"
esposende,pt,2153,"Esposende-Portugal-Team-Futebol (1984;1.01), Esposende Feminino-Portugal-Team-Futebol (53;5.4), Marinhas-Portugal-Team-Futebol (26;2.0), Petit-Portugal-Player-Futebol-Q294881 (17;3.06), Esposende Sub-17-Portugal-Team-Futebol (15;8.6), Esposende Sub-19-Portugal-Team-Futebol (15;8.0), Esposende Sub-15-Portugal-Team-Futebol (13;6.62), UD Vila Chã-Portugal-Team-Futebol (10;3.8), Esposende-Portugal-Team-Voleibol (7;1.0), Estrelas do Faro-Portugal-Team-Futebol (4;15.5), Esposende Sub-13-Portugal-Team-Futebol (3;9.0), Apúlia-Portugal-Team-Futebol (2;9.5), Esposende Sub-20-Portugal-Team-Basquetebol (2;1.0), Gandra FC-Portugal-Team-Futebol (2;18.5)"
estoril,pt,9764,"Estoril Praia-Portugal-Team-Futebol-Q634829 (9475;1.0), Estoril Praia-Portugal-Team-Futsal (67;1.04), Danilo Pereira-Portugal-Player-Futebol-Q766289 (42;2.1), Matheus Nunes-Portugal-Player-Futebol-Q96211488 (28;2.11), Estoril Praia Sub-23-Portugal-Team-Futebol-Q124395705 (25;15.32), Estoril Praia-Portugal-Team-Basquetebol (18;1.0), Estoril Atlético-Portugal-Team-Futebol (14;14.21), Estoril Praia Feminino-Portugal-Team-Futebol (14;12.93), Salesianos do Estoril-Portugal-Team-Futebol (9;7.11), Fernando Santos-Portugal-Coach-Futebol-Q360687 (8;5.38), Estoril Praia-Portugal-Team-Futebol (6;35.67), Pedro Pauleta-Portugal-Player-Futebol-Q218165 (5;4.2), Estoril Praia-Portugal-Team-Futsal (5;1.8), Estoril Praia-Portugal-Team-Futebol de Praia (5;2.0), Estoril Praia Sub-15-Portugal-Team-Futsal (4;10.0), Estoril Praia Sub-17-Portugal-Team-Futsal (4;10.25), Kasper Schmeichel-Dinamarca-Player-Futebol-Q295797 (3;8.0), Salesianos do Estoril-Portugal-Team-Futsal (3;4.0), Estoril Praia Sub-17-Portugal-Team-Futebol (3;45.67), Estoril Praia Sub-19-Portugal-Team-Futebol (3;45.67), Licá-Portugal-Player-Futebol-Q6543562 (3;8.0), Hugo Vieira-Portugal-Player-Futebol-Q2071829 (3;6.0), Daniel Bragança-Portugal-Player-Futebol (3;7.67), Mafalda Almeida-Portugal-Player-Futebol (2;2.0), Hélder Costa-Angola-Player-Futebol-Q5964146 (2;12.5), Hugo Leal-Portugal-Player-Futebol-Q172149 (2;13.0), Salesianos do Estoril Sub-16-Portugal-Team-Basquetebol (2;3.0), Salesianos do Estoril-Portugal-Team-Basquetebol (2;2.0), Marco Silva-Portugal-Coach-Futebol (2;8.0), Estoril Praia Sub-13-Portugal-Team-Futebol (2;44.5)"
estre,pt,1670,"Est. Amadora-Portugal-Team-Futebol-Q108457563 (1634;1.0), Estrela FC-Portugal-Team-Futebol (16;5.94), Est. Amadora-Portugal-Team-Futsal (7;2.0), Estrelas de Fânzeres-Portugal-Team-Futebol (7;4.71), Est. Amadora Sub-23-Portugal-Team-Futebol (3;9.0), Est. Amadora B-Portugal-Team-Futebol (3;10.0)"
estrela,pt,9310,"Est. Amadora-Portugal-Team-Futebol-Q108457563 (8587;1.0), Estrela FC-Portugal-Team-Futebol (477;2.78), Est. Portalegre-Portugal-Team-Futebol (71;8.07), Est. Amadora Sub-23-Portugal-Team-Futebol (50;7.0), Crvena Zvezda-Serbia-Team-Futebol (39;5.9), Estrela-Angola-Player-Futebol-Q17612542 (24;15.04), Est. Amadora-Portugal-Team-Futsal (15;12.13), Bruno Lage-Portugal-Coach-Futebol-Q56434101 (8;3.38), Bento Estrela-Estados Unidos-Player-Futebol (6;9.17), Estrela St. André -Portugal-Team-Futebol (5;10.8), Ouriquense-Portugal-Team-Futebol (5;22.0), Rui Modesto-Angola-Player-Futebol (4;11.5), Ricardinho-Portugal-Player-Futebol-Q2629156 (4;4.75), Botafogo-Brasil-Team-Futebol-Q80958 (3;2.33), Est. Calheta-Portugal-Team-Futebol (2;13.0), Estrela do Zêzere Sub-12-Portugal-Team-Basquetebol (2;9.0), SC Estrela Sub-18-Portugal-Team-Andebol (2;1.0), Estrela St. André -Portugal-Team-Futsal (2;2.0), Estrela Almeida-Portugal-Team-Futebol (2;19.5), Estrela Azul-Portugal-Team-Futebol (2;10.0)"
estrela amadora,pt,2068,"Est. Amadora-Portugal-Team-Futebol-Q108457563 (1492;1.01), Est. Amadora Sub-23-Portugal-Team-Futebol (185;2.03), Est. Amadora B-Portugal-Team-Futebol (137;2.93), Est. Amadora-Portugal-Team-Futsal (63;1.75), Est. Amadora Sub-19-Portugal-Team-Futebol (59;8.46), Est. Amadora Feminino-Portugal-Team-Futebol (50;5.3), Est. Amadora Sub-17-Portugal-Team-Futebol (33;9.82), Est. Amadora-Portugal-Team-Futebol (14;11.64), Est. Amadora Sub-16-Portugal-Team-Futebol (8;16.38), Est. Amadora Sub-15-Portugal-Team-Futebol (6;15.83), Est. Amadora Sub-14-Portugal-Team-Futebol (5;15.8), Est. Amadora-Portugal-Team-Andebol (3;1.67), Est. Amadora Veteranos-Portugal-Team-Futebol (3;13.33), Est. Amadora Sub-13-Portugal-Team-Futebol (3;13.0), Danilo Veiga-Portugal-Player-Futebol (3;3.33), Est. Amadora-Portugal-Team-Andebol (2;2.0), Est. Amadora Sub-10-Portugal-Team-Futebol (2;12.0)"
estrela da amadora,pt,3037,"Est. Amadora-Portugal-Team-Futebol-Q108457563 (2484;1.0), Est. Amadora Sub-23-Portugal-Team-Futebol (252;2.05), Est. Amadora B-Portugal-Team-Futebol (176;3.09), Est. Amadora-Portugal-Team-Futsal (46;1.54), Est. Amadora Feminino-Portugal-Team-Futebol (41;5.39), Est. Amadora Sub-19-Portugal-Team-Futebol (13;13.23), Est. Amadora-Portugal-Team-Andebol (6;14.5), Danilo Veiga-Portugal-Player-Futebol (4;3.5), Est. Amadora-Portugal-Team-Andebol (3;2.33), Est. Amadora-Portugal-Team-Andebol (3;1.0), Est. Amadora Sub-14-Portugal-Team-Andebol (3;9.67), Est. Amadora Sub-16-Portugal-Team-Andebol (2;13.5), Est. Amadora Sub-16-Portugal-Team-Futebol (2;30.0), Est. Amadora Sub-19-Portugal-Team-Futebol (2;34.5)"
everton,pt,1534,"Everton-Inglaterra-Team-Futebol-Q5794 (1498;1.0), Everton-Brasil-Player-Futebol-Q17385902 (15;11.87), James Rodríguez-Colombia-Player-Futebol-Q368441 (10;2.0), André Gomes-Portugal-Player-Futebol-Q519008 (4;5.25), Beto-Guinea Bissau-Player-Futebol-Q66363735 (3;4.33),  (2;19.5),  (2;21.5)"
fabio silva,pt,2438,"Fábio Silva-Portugal-Player-Futebol-Q66738004 (2397;1.01), Fábio Coentrão-Portugal-Player-Futebol-Q484384 (21;2.0), Fábio Silva-Cabo Verde-Player-Futebol (6;3.17), Fábio Silva-Portugal-Player-Andebol (5;2.2), Fábio Silva-Portugal-Coach-Futebol (3;10.67), Fábio Silva-Portugal-Player-Futebol (2;13.5), Fabio Silva-Portugal-Player-Futebol (2;11.5), Fábio Silva-Portugal-Coach-Futebol (2;5.0)"
fabril,pt,2419,"Fabril Barreiro-Portugal-Team-Futebol-Q808788 (2332;1.0), Manuel Fernandes-Portugal-Player-Futebol-Q2069185 (17;2.06), Fabril Barreiro-Portugal-Team-Hóquei em Patins (12;2.5), Eduardo Quaresma-Portugal-Player-Futebol (12;2.92), Fabril Barreiro Sub-23-Portugal-Team-Hóquei em Patins (6;1.83), Paulo Catarino-Portugal-Player-Futebol (6;4.0), Fabril Barreiro-Portugal-Team-Futsal (6;1.0), Fabril Barreiro Sub-17-Portugal-Team-Futebol (6;12.67), Fabril Barreiro Sub-19-Portugal-Team-Futebol (5;15.6), Fabril Barreiro Sub-14-Portugal-Team-Futebol (3;14.0), Leandro Santos-Portugal-Player-Futebol (2;6.5), Fabril Barreiro Veteranos-Portugal-Team-Futebol (2;10.0), Fabril Barreiro Sub-13-Portugal-Team-Futebol (2;18.0), Fabril Barreiro Sub-22-Portugal-Team-Futebol (2;15.5), Fabril Barreiro-Portugal-Team-Andebol (2;1.0), Fabril Barreiro Sub-19-Portugal-Team-Futebol (2;23.5), Fabril Barreiro Sub-15-Portugal-Team-Futebol (2;15.5)"
fafe,pt,4201,"Fafe-Portugal-Team-Futebol (4031;1.0), AC Fafe-Portugal-Team-Andebol (34;10.71), Rui Costa-Portugal-Player-Futebol (27;2.07), Fafe-Portugal-Team-Futsal (18;1.33), Álvaro Pacheco-Portugal-Coach-Futebol (15;2.67), Fafe-Portugal-Team-Andebol (14;1.0), OFC Antime-Portugal-Team-Futebol (9;5.0), Arões SC-Portugal-Team-Futebol (9;4.0), AC Fafe Sub-14-Portugal-Team-Andebol (7;6.0), Associação de Modalidades Amadoras de Fafe-Portugal-Competition-Futebol (6;17.33), Futsal Fafe-Portugal-Team-Futebol (5;9.0), Desp. Ases S. Jorge-Portugal-Team-Futebol (4;7.5), AC Fafe Sub-19-Portugal-Team-Andebol (3;14.33), CS Fafe-Portugal-Team-Futebol (3;11.0), Zé Pedro-Portugal-Player-Futebol (2;34.5), AMA Fafe Futsal Taça Cidade de Fafe-Portugal-Competition-Futsal (2;3.0), Pica-Portugal-Team-Futebol (2;6.0), AC Fafe Sub-20-Portugal-Team-Andebol (2;6.0), Manuel Machado-Portugal-Coach-Futebol (2;28.5), Futsal Fafe-Portugal-Team-Futsal (2;2.0), Amigos de Fafe-Portugal-Team-Futebol (2;12.5), Fafe Sub-19-Portugal-Team-Futebol (2;27.0)"
falcao,pt,1782,"Radamel Falcao-Colombia-Player-Futebol-Q138172 (1458;1.0), Falcão-Brasil-Player-Futebol-Q919942 (217;2.02), Bairro do Falcão-Portugal-Team-Futebol (42;4.88), Falcão-Brasil-Player-Futebol (26;7.42), Bairro do Falcão Sub-15-Portugal-Team-Futebol (26;6.31), João Vieira Pinto-Portugal-Player-Futebol-Q351972 (9;2.78), Falcão-Portugal-Player-Futebol (2;18.5), Falcão Negro-Portugal-Team-Futebol (2;4.5)"
fama,pt,1726,"FC Famalicão-Portugal-Team-Futebol-Q1387105 (1694;1.0), FC Famalicão-Portugal-Team-Futsal (16;2.31), FamaBasket-Portugal-Team-Basquetebol (5;1.0), Famalicense-Portugal-Team-Hóquei em Patins (5;4.0), Pedro Gonçalves-Portugal-Player-Futebol-Q56289593 (3;2.0), GD Joane-Portugal-Team-Futebol (3;3.0)"
famalicao,pt,9485,"FC Famalicão-Portugal-Team-Futebol-Q1387105 (9037;1.0), FC Famalicão-Portugal-Team-Futsal (267;1.48), Pedro Gonçalves-Portugal-Player-Futebol-Q56289593 (24;2.0), AC Famalicão-Portugal-Team-Futebol (18;18.33), FC Famalicão Sub-19-Portugal-Team-Futebol (16;35.75), FC Famalicão Feminino-Portugal-Team-Futebol (15;13.53), GD Joane-Portugal-Team-Futebol (8;3.12), FC Famalicão Sub-17-Portugal-Team-Futebol (8;20.88), Ukra-Portugal-Player-Futebol-Q466394 (7;4.29), Operário Famalicão-Portugal-Team-Futebol (7;10.71), FC Famalicão Sub-19-Portugal-Team-Futsal (7;5.71), AC Famalicão-Portugal-Team-Hóquei em Patins (6;1.33), Famalicense-Portugal-Team-Hóquei em Patins (5;4.4), Simon Banza-Congo RD-Player-Futebol-Q23887828 (4;8.0), Ricardo Velho-Portugal-Player-Futebol-Q38182359 (4;3.0), Ana Capeta-Portugal-Player-Futebol-Q66840925 (3;36.0), Fernando Couto-Portugal-Player-Futebol-Q313468 (3;14.0), FC Famalicão Veteranos-Portugal-Team-Futsal (3;2.67), FC Famalicão Sub-17-Portugal-Team-Futsal (3;4.0), Nehuén Pérez-Argentina-Player-Futebol (3;6.0), Vitória Famalicão-Portugal-Team-Futebol (3;21.0), Amílcar Gomes-Portugal-Player-Futebol (3;53.67), Paulo Pereira-Portugal-Coach-Futebol (3;1.0), Manuel Ugarte-Uruguay-Player-Futebol-Q27960175 (2;8.5), Tomás Araújo-Portugal-Player-Futebol (2;9.0), Henrique Araújo-Portugal-Player-Futebol-Q102355655 (2;11.0), AD Oliveirense-Portugal-Team-Futebol (2;5.5), Rui Borges-Portugal-Player-Futebol-Q121147850 (2;2.0), FC Famalicão Sub-15-Portugal-Team-Futebol (2;28.5), Ricardo Rocha-Portugal-Player-Futebol-Q503365 (2;19.0), FC Famalicão Sub-15-Portugal-Team-Futebol (2;45.0), FC Famalicão Sub-13-Portugal-Team-Futsal (2;3.0), Hugo Oliveira-Portugal-Coach-Futebol (2;7.0), Artur Jorge-Portugal-Coach-Futebol (2;6.5), Gabriel Moreira-Portugal-Coach-Futebol (2;2.0), Tiago Pinto-Portugal-Coach-Futebol (2;1.0), Vítor Navio-Portugal-Coach-Futebol (2;4.5)"
fanzeres,pt,2405,"Estrelas de Fânzeres-Portugal-Team-Futebol (2210;1.02), GDC Fânzeres-Portugal-Team-Hóquei em Patins (37;1.0), Ricardinho-Portugal-Player-Futebol-Q2629156 (22;1.91), Estrelas de Fânzeres Feminino-Portugal-Team-Futebol (21;3.95), Estrelas de Fânzeres Sub-15-Portugal-Team-Futebol (20;10.4), Estrelas de Fânzeres Sub-13-Portugal-Team-Futebol (17;7.06), Estrelas de Fânzeres Sub-19-Portugal-Team-Futebol (9;11.78), Cruzadores de Fânzeres-Portugal-Team-Futebol (9;5.44), Fânzeres SC-Portugal-Team-Futebol (8;3.0), Danilo Veiga-Portugal-Player-Futebol (7;8.57), Estrelas de Fânzeres Sub-17-Portugal-Team-Futebol (7;12.43), Estrelas de Fânzeres B-Portugal-Team-Futebol (6;17.83), Fânzeres SC Sub-15-Portugal-Team-Futebol (5;6.6), GDC Fânzeres Sub-23-Portugal-Team-Hóquei em Patins (5;4.0), GDC Fânzeres Sub-19-Portugal-Team-Hóquei em Patins (5;3.0), Fânzeres SC Sub-17-Portugal-Team-Futebol (4;8.0), GDC Fânzeres Sub-17-Portugal-Team-Hóquei em Patins (4;2.0), Estrelas de Fânzeres Sub-17-Portugal-Team-Futebol (3;20.33), Estrelas de Fânzeres Sub-13-Portugal-Team-Futebol (2;22.0), Fânzeres SC Sub-14-Portugal-Team-Futebol (2;7.0), Estrelas de Fânzeres Sub-19-Portugal-Team-Futebol (2;20.0)"
farense,pt,7089,"Farense-Portugal-Team-Futebol-Q744353 (6800;1.0), Ricardo Velho-Portugal-Player-Futebol-Q38182359 (125;2.0), Farense Sub-23-Portugal-Team-Futebol (32;15.31), Farense-Portugal-Team-Futsal (17;3.0), Farense Sub-19-Portugal-Team-Futebol (16;21.56), Farense-Portugal-Team-Futsal (12;1.83), Márcio Madeira-Portugal-Player-Futebol (10;4.8), Tozé Marreco-Portugal-Coach-Futebol (6;7.17), Licá-Portugal-Player-Futebol-Q6543562 (6;4.5), Ryan Gauld-Escocia-Player-Futebol (6;7.83), Farense Sub-15-Portugal-Team-Futebol (6;20.83), Daniel Bragança-Portugal-Player-Futebol (5;5.2), Rui Duarte-Portugal-Coach-Futebol (4;8.25), Farense-Portugal-Team-Basquetebol (4;23.25), Beto Pimparel-Portugal-Player-Futebol-Q313955 (4;4.0), Farense 1910-Portugal-Team-Futebol (4;13.5), Tomás Ribeiro-Portugal-Player-Futebol-Q67937254 (4;11.0), Farense Veteranos-Portugal-Team-Futebol (4;18.75), Farense Sub-14-Portugal-Team-Basquetebol (3;1.67), Farense Sub-16-Portugal-Team-Basquetebol (3;18.0), Madi Queta-Guinea Bissau-Player-Futebol-Q38216984 (2;42.0), Bruno Paz-Angola-Player-Futebol-Q26251762 (2;15.0), Rony Lopes-Portugal-Player-Futebol-Q2811689 (2;5.0), Farense Sub-17-Portugal-Team-Futebol (2;18.0), Bruno Alves-Portugal-Player-Futebol-Q193000 (2;6.5), Farense Sub-19-Portugal-Team-Basquetebol (2;3.0), Farense Sub-18-Portugal-Team-Basquetebol (2;7.5), Farense Sub-9-Portugal-Team-Futsal (2;5.0), Farense Sub-19-Portugal-Team-Futebol (2;40.0)"
fatima,pt,2256,"CD Fátima-Portugal-Team-Futebol (2171;1.0), Nélson Semedo-Portugal-Player-Futebol-Q16235823 (36;2.0), Mário Rui-Portugal-Player-Futebol-Q3869208 (12;3.75), William Carvalho-Portugal-Player-Futebol-Q304416 (7;5.0), Rui Vitória-Portugal-Coach-Futebol-Q2364249 (7;3.14), CD Fátima-Portugal-Team-Futsal (4;4.0), CD Fátima SAD-Portugal-Team-Futebol (4;10.0), CD Fátima Feminino-Portugal-Team-Futebol (3;8.0), ADRC Vasco da Gama-Portugal-Team-Futebol (3;6.0), David Simão-Portugal-Player-Futebol-Q1188298 (3;7.0), Fátima Marques-Portugal-Player-Futebol (2;41.0), Gonçalo Carvalho-Portugal-Coach-Futebol (2;14.0), CD Fátima-Portugal-Team-Futsal (2;3.0)"
fc porto,pt,12085,"FC Porto-Portugal-Team-Futebol-Q128446 (11530;1.0), FC Porto-Portugal-Team-Andebol (95;1.0), Amarante FC-Portugal-Team-Futebol-Q2841205 (74;2.0), FC Porto-Portugal-Team-Hóquei em Patins (72;1.0), FC Porto Feminino-Portugal-Team-Futebol (53;17.06), FC Porto Sub-11-Portugal-Team-Futsal (44;4.09), FC Porto-Portugal-Team-Basquetebol (39;1.0), FC Porto Sub-13-Portugal-Team-Futsal (38;5.32), FC Porto-Portugal-Team-Voleibol (23;3.48), FC Porto-Portugal-Team-Voleibol (13;6.92), Paços de Ferreira-Portugal-Team-Futebol-Q371136 (12;2.92), João Félix-Portugal-Player-Futebol-Q27049064 (10;6.2), FC Porto Sub-9-Portugal-Team-Futsal (9;5.44), Tiago Djaló-Portugal-Player-Futebol-Q50349931 (7;1.14), Ricardinho-Portugal-Player-Futebol-Q2629156 (6;7.33), FC Felgueiras-Portugal-Team-Futebol (6;4.33), FC Penafiel-Portugal-Team-Futebol-Q1387471 (4;5.5), FC Porto Sub-18-Portugal-Team-Andebol (4;10.5), FC Porto Sub-19-Portugal-Team-Futebol-Q17100519 (4;24.5), Pepe-Portugal-Player-Futebol-Q485697 (4;8.0), Sérgio Conceição-Portugal-Player-Futebol-Q317298 (4;10.0), FC Porto Sub-19-Portugal-Team-Hóquei em Patins (3;4.33), FC Porto-Portugal-Team-Basquetebol (3;19.0), José Mourinho-Portugal-Coach-Futebol-Q79983 (3;7.67), Ukra-Portugal-Player-Futebol-Q466394 (3;14.67), Leça FC-Portugal-Team-Futebol (2;3.5), Vitinha-Portugal-Player-Futebol-Q66818509 (2;13.5), André Silva-Portugal-Player-Futebol-Q15113616 (2;18.5), Radamel Falcao-Colombia-Player-Futebol-Q138172 (2;18.0), Cardinal-Portugal-Player-Futsal-Q59568 (2;7.0), FC Porto-Portugal-Team-Basquetebol (2;5.0), FC Porto Sub-14-Portugal-Team-Andebol (2;3.0), FC Porto-Portugal-Team-Hóquei em Patins (2;8.0), FC Porto Sub-18-Portugal-Team-Basquetebol (2;14.0), FC Porto-Portugal-Team-Hóquei em Patins (2;5.5), FC Porto Sub-17-Portugal-Team-Hóquei em Patins (2;5.0)"
